domain,company_name,segment,confidence
digitalpixal.com,,INFLUENCER_PLATFORMS,0.85
thefamecompany.com,The Fame Company,INFLUENCER_PLATFORMS,0.9
beecode.it,,INFLUENCER_PLATFORMS,0.7
profily.me,,INFLUENCER_PLATFORMS,0.85
webfluential.hr,,INFLUENCER_PLATFORMS,0.9
marketingcrow.com,,INFLUENCER_PLATFORMS,0.9
newcollab.co,,INFLUENCER_PLATFORMS,0.9
creatorspace.co,,INFLUENCER_PLATFORMS,0.9
basense.com,basense,INFLUENCER_PLATFORMS,0.85
gettrendstack.com,,INFLUENCER_PLATFORMS,0.9
imfule.com,,INFLUENCER_PLATFORMS,0.75
keymik.com,,INFLUENCER_PLATFORMS,0.85
dipi.io,,INFLUENCER_PLATFORMS,0.9
hookit.cc,,INFLUENCER_PLATFORMS,0.85
