domain,company_name,segment,confidence
speaky.ai,,INFLUENCER_PLATFORMS,0.9
culturex.ai,CultureX,INFLUENCER_PLATFORMS,0.95
bamboo.app,Bamboo,INFLUENCER_PLATFORMS,0.9
rasooc.com,Rasooc,INFLUENCER_PLATFORMS,0.8
para.co,,INFLUENCER_PLATFORMS,0.9
nextcollab.in,,INFLUENCER_PLATFORMS,0.9
t2.world,,INFLUENCER_PLATFORMS,0.85
thetechiemedia.in,The Techie Media,INFLUENCER_PLATFORMS,0.9
galvor.ai,,INFLUENCER_PLATFORMS,0.9
acast.com,Podcast Facteurs Humains,INFLUENCER_PLATFORMS,0.9
uplify.app,,INFLUENCER_PLATFORMS,0.9
fanztar.com,,INFLUENCER_PLATFORMS,0.9
myax.me,,INFLUENCER_PLATFORMS,0.9
superusers.agency,,INFLUENCER_PLATFORMS,0.85
ycreator.carrd.co,YCreator,INFLUENCER_PLATFORMS,0.9
lenny.fm,,INFLUENCER_PLATFORMS,0.9
