domain,company_name,segment,confidence
bradsdeals.com,,AFFILIATE_PERFORMANCE,0.85
coprosper.com,,AFFILIATE_PERFORMANCE,0.9
viceoffers.com,,AFFILIATE_PERFORMANCE,0.9
leadsglobal.com,,AFFILIATE_PERFORMANCE,0.7
cactusmedia.com,,AFFILIATE_PERFORMANCE,0.95
theadsvengers.com,,AFFILIATE_PERFORMANCE,0.9
rocketlinks.com,RocketLinks,AFFILIATE_PERFORMANCE,0.85
opiemarketing.com,,AFFILIATE_PERFORMANCE,0.85
insightvision.media,,AFFILIATE_PERFORMANCE,0.9
chollometro.com,,AFFILIATE_PERFORMANCE,0.85
hstreetmedia.com,,AFFILIATE_PERFORMANCE,0.85
priice.net,,AFFILIATE_PERFORMANCE,0.85
qassa.com,,AFFILIATE_PERFORMANCE,0.9
monetizer.com,,AFFILIATE_PERFORMANCE,0.9
odysseyattribution.co,,AFFILIATE_PERFORMANCE,0.85
skimlinks.com,,AFFILIATE_PERFORMANCE,0.9
adshaped.com,,AFFILIATE_PERFORMANCE,0.9
idriveinteractive.com,,AFFILIATE_PERFORMANCE,0.9
dontpayfull.com,,AFFILIATE_PERFORMANCE,0.85
couponedge.in,,AFFILIATE_PERFORMANCE,0.85
mydataninja.com,,AFFILIATE_PERFORMANCE,0.85
affzip.com,,AFFILIATE_PERFORMANCE,0.9
lt.partners,,AFFILIATE_PERFORMANCE,0.95
leads-bank.com,,AFFILIATE_PERFORMANCE,0.9
techaxy.com,,AFFILIATE_PERFORMANCE,0.9
featurepoints.com,,AFFILIATE_PERFORMANCE,0.85
profit-monkey.com,,AFFILIATE_PERFORMANCE,0.9
vadideo.com,,AFFILIATE_PERFORMANCE,0.75
dnxcorp.com,,AFFILIATE_PERFORMANCE,0.85
bridge-tender.com,,AFFILIATE_PERFORMANCE,0.9
landingtrack.com,,AFFILIATE_PERFORMANCE,0.95
revenuewire.com,,AFFILIATE_PERFORMANCE,0.9
testmyoffers.com,,AFFILIATE_PERFORMANCE,0.9
divinitel.es,,AFFILIATE_PERFORMANCE,0.85
clickinc.com,,AFFILIATE_PERFORMANCE,0.9
scandinaviansales.com,,AFFILIATE_PERFORMANCE,0.9
couponchief.com,,AFFILIATE_PERFORMANCE,0.85
bluefinenterprises.com,,AFFILIATE_PERFORMANCE,0.85
goodie.pl,,AFFILIATE_PERFORMANCE,0.85
giftcloud.com,,AFFILIATE_PERFORMANCE,0.85
unitixads.com,,AFFILIATE_PERFORMANCE,0.9
rabattcorner.ch,,AFFILIATE_PERFORMANCE,0.9
zippormedia.com,,AFFILIATE_PERFORMANCE,0.85
cpminventory.com,,AFFILIATE_PERFORMANCE,0.9
yeesshh.com,,AFFILIATE_PERFORMANCE,0.7
briteboxllc.com,,AFFILIATE_PERFORMANCE,0.9
reservoirmarketing.com,,AFFILIATE_PERFORMANCE,0.9
maverickmedia.eu,,AFFILIATE_PERFORMANCE,0.9
global-basis.com,,AFFILIATE_PERFORMANCE,0.85
rsdatatech.com,,AFFILIATE_PERFORMANCE,0.9
sokule.com,,AFFILIATE_PERFORMANCE,0.9
