domain,company_name,segment,confidence
friendsinreality.com,Friends in Reality,IM_FIRST_AGENCIES,0.9
digitalminds.com,Digital Minds Ltd,IM_FIRST_AGENCIES,0.9
bluerobingroup.com,,IM_FIRST_AGENCIES,0.85
orionxmedia.com,,IM_FIRST_AGENCIES,0.9
conversationnel.fr,Conversationnel,IM_FIRST_AGENCIES,0.85
builtorganic.ro,,IM_FIRST_AGENCIES,0.85
starx.media,,IM_FIRST_AGENCIES,0.9
disishiphop.com,,IM_FIRST_AGENCIES,0.85
forgenew.co,,IM_FIRST_AGENCIES,0.9
livecraftglobal.com,,IM_FIRST_AGENCIES,0.9
