domain,company_name,segment,confidence
returnoncreators.com,Return On Creators,IM_FIRST_AGENCIES,0.5
freshinfluence.co.uk,,IM_FIRST_AGENCIES,0.95
contentgeneration.ae,,IM_FIRST_AGENCIES,0.9
konsortsocial.com,,IM_FIRST_AGENCIES,0.9
talenttack.com,,IM_FIRST_AGENCIES,0.9
takefluence.com,Takefluence,IM_FIRST_AGENCIES,0.5
hypedmgt.co,,IM_FIRST_AGENCIES,0.9
divo.in,Divo,IM_FIRST_AGENCIES,0.7
besocial.dk,BeSocial,IM_FIRST_AGENCIES,0.9
social4thewin.com,,IM_FIRST_AGENCIES,0.9
spaxads.com,Spaxads Digital Media Pvt Ltd.,IM_FIRST_AGENCIES,0.8
influenceme.de,Influenceme,IM_FIRST_AGENCIES,0.5
theshelf.com,The Shelf,IM_FIRST_AGENCIES,0.5
centus.co,Centus,IM_FIRST_AGENCIES,0.9
rockinsocialmediaagency.com,,IM_FIRST_AGENCIES,0.9
team5pm.com,team5pm,IM_FIRST_AGENCIES,0.5
zambianinfluencers.com,,IM_FIRST_AGENCIES,0.9
mavenreach.com,,IM_FIRST_AGENCIES,0.9
digitalplannet.in,DIGITAL PLANET,IM_FIRST_AGENCIES,0.7
