domain,company_name,segment,confidence
rockitboost.com,,INFLUENCER_PLATFORMS,0.9
showroom.shopping,,INFLUENCER_PLATFORMS,0.9
duotoplay.com,,INFLUENCER_PLATFORMS,0.85
indiblogger.in,,INFLUENCER_PLATFORMS,0.85
synnc.us,Synnc,INFLUENCER_PLATFORMS,0.9
thebloggerprogramme.agency,,INFLUENCER_PLATFORMS,0.9
afiniadigital.com,Afinia Digital,INFLUENCER_PLATFORMS,0.9
koldrive.com,,INFLUENCER_PLATFORMS,0.9
clksdigital.com,CLKS Digital,INFLUENCER_PLATFORMS,0.9
waveful.com,,INFLUENCER_PLATFORMS,0.85
