domain,company_name,segment,confidence
refluenced.us,,INFLUENCER_PLATFORMS,0.9
ugccreators.es,ugc creators,INFLUENCER_PLATFORMS,1
grandeapp.com,GrandeApp,INFLUENCER_PLATFORMS,0.5
theartist.life,,INFLUENCER_PLATFORMS,0.9
zebr.app,,INFLUENCER_PLATFORMS,0.9
channelcrawler.com,,INFLUENCER_PLATFORMS,0.9
contentcreationgirlies.com,,INFLUENCER_PLATFORMS,0.85
hypefy.ai,Hypefy,INFLUENCER_PLATFORMS,0.95
mis-app.com,,INFLUENCER_PLATFORMS,0.9
shoutoutcity.com,,INFLUENCER_PLATFORMS,0.9
hyperiser.com,Hyperiser,INFLUENCER_PLATFORMS,0.9
fromthelobby.com,The Lobby,INFLUENCER_PLATFORMS,0.85
ramd.am,Ramdam,INFLUENCER_PLATFORMS,0.8
gp-agency.ru,,INFLUENCER_PLATFORMS,0.75
swavy.com,Swavy,INFLUENCER_PLATFORMS,0.9
fanquake.com,,INFLUENCER_PLATFORMS,0.9
youblicity.com,,INFLUENCER_PLATFORMS,0.85
momfluence.co,,INFLUENCER_PLATFORMS,0.9
nextide.io,,INFLUENCER_PLATFORMS,0.9
betandeal.com,BETANDEAL,INFLUENCER_PLATFORMS,0.9
scalefluence.com,Scalefluence,INFLUENCER_PLATFORMS,0.5
morethinks.com,,INFLUENCER_PLATFORMS,0.85
youdji.com,Youdji,INFLUENCER_PLATFORMS,1
warriorstreaming.com,,INFLUENCER_PLATFORMS,0.9
useclip.com,Clip,INFLUENCER_PLATFORMS,0.5
soocialfluencer.es,,INFLUENCER_PLATFORMS,0.9
hypesociety.com,Hype Society,INFLUENCER_PLATFORMS,1
famework.io,,INFLUENCER_PLATFORMS,0.85
