domain,company_name,segment,confidence
minellimanagement.com,,IM_FIRST_AGENCIES,0.9
socialcut.agency,Social Cut,IM_FIRST_AGENCIES,0.5
dreamlabstudio.co.uk,,IM_FIRST_AGENCIES,0.9
atta-agence.com,Atta,IM_FIRST_AGENCIES,0.95
sprouttmedia.com,,IM_FIRST_AGENCIES,0.9
perfeos.com,,IM_FIRST_AGENCIES,0.9
wefluens.com,wefluens,IM_FIRST_AGENCIES,0.5
realistmedia.com,,IM_FIRST_AGENCIES,0.9
vitamincagency.com,,IM_FIRST_AGENCIES,0.9
linnmedia.de,,IM_FIRST_AGENCIES,0.85
pgwmedia.co.uk,,IM_FIRST_AGENCIES,0.9
tkers.es,,IM_FIRST_AGENCIES,0.9
doubletapcontent.com,,IM_FIRST_AGENCIES,0.9
diepdigital.com,,IM_FIRST_AGENCIES,0.9
zivabranding.com,,IM_FIRST_AGENCIES,0.85
symsdigital.co.uk,,IM_FIRST_AGENCIES,0.9
metanomi.io,,IM_FIRST_AGENCIES,0.9
bylab.me,,IM_FIRST_AGENCIES,0.85
thepeoplebase.com,,IM_FIRST_AGENCIES,0.9
mysocial.io,mysocial,IM_FIRST_AGENCIES,0.5
nvertical.io,,IM_FIRST_AGENCIES,0.9
modelsfactory.pt,,IM_FIRST_AGENCIES,0.9
dontbuymedia.com,,IM_FIRST_AGENCIES,0.9
imayln.com,IM ĀYLN,IM_FIRST_AGENCIES,0.5
peersway.com,Peersway,IM_FIRST_AGENCIES,1
weinfluencepeople.com,,IM_FIRST_AGENCIES,0.85
xiletisim.com,X İletişim,IM_FIRST_AGENCIES,0.88
thefifthagency.com,The Fifth Agency,IM_FIRST_AGENCIES,0.5
contentum.gr,,IM_FIRST_AGENCIES,0.9
dontblink.global,,IM_FIRST_AGENCIES,0.9
gmd.digital,GMD,IM_FIRST_AGENCIES,0.8
biobots.ai,,IM_FIRST_AGENCIES,0.85
alluviummedia.com,,IM_FIRST_AGENCIES,0.9
ninkionline.com,,IM_FIRST_AGENCIES,0.9
cogentworld.com,Cogent World,IM_FIRST_AGENCIES,0.5
langora.io,,IM_FIRST_AGENCIES,0.9
amplifycreators.com,,IM_FIRST_AGENCIES,0.9
antlersocial.com,,IM_FIRST_AGENCIES,0.9
show.gg,Show Advertising Inc.,IM_FIRST_AGENCIES,0.5
thebloggeragent.co.uk,,IM_FIRST_AGENCIES,0.9
gameinfluencer.com,GameInfluencer,IM_FIRST_AGENCIES,0.5
fulciomedia.no,,IM_FIRST_AGENCIES,0.9
authentic-creators.fr,,IM_FIRST_AGENCIES,0.85
z.media,,IM_FIRST_AGENCIES,0.9
scrolagency.com,,IM_FIRST_AGENCIES,0.75
cantstoplab.it,,IM_FIRST_AGENCIES,0.85
vievo.media,,IM_FIRST_AGENCIES,0.9
thecuratedagency.co,,IM_FIRST_AGENCIES,0.85
ybragency.es,YBR Agency,IM_FIRST_AGENCIES,0.5
hoppdigitalmedia.com,,IM_FIRST_AGENCIES,0.9
uncle.group,,IM_FIRST_AGENCIES,0.85
delkatalents.com,,IM_FIRST_AGENCIES,0.95
hireinfluence.com,HireInfluence,IM_FIRST_AGENCIES,0.5
therecleague.com,,IM_FIRST_AGENCIES,0.9
peargrowth.com,,IM_FIRST_AGENCIES,0.9
likey.com.br,,IM_FIRST_AGENCIES,0.9
unlike.nl,,IM_FIRST_AGENCIES,0.85
promoplug.de,,IM_FIRST_AGENCIES,0.9
ganggang.uk,,IM_FIRST_AGENCIES,0.75
sggmedia.com,,IM_FIRST_AGENCIES,0.9
