domain,company_name,segment,confidence
sociallypowerful.com,Socially Powerful,IM_FIRST_AGENCIES,1
imagency.com,imagency,IM_FIRST_AGENCIES,0.5
banoffeemedia.com,Banoffee Media,IM_FIRST_AGENCIES,0.9
adclusive.se,Adclusive,IM_FIRST_AGENCIES,0.5
amiesocial.com,Amie,IM_FIRST_AGENCIES,0.7
pgwmedia.co.uk,,IM_FIRST_AGENCIES,0.9
1ofcreators.com,,IM_FIRST_AGENCIES,0.9
goatagency.com,The Goat Agency,IM_FIRST_AGENCIES,1
scrollstop.com,SCROll STOP,IM_FIRST_AGENCIES,0.7
symsdigital.co.uk,,IM_FIRST_AGENCIES,0.85
bazzaal.com,BAZZAAL,IM_FIRST_AGENCIES,0.95
puffmedia.co,Puff Media,IM_FIRST_AGENCIES,0.9
teamkozen.com,,IM_FIRST_AGENCIES,0.9
nvertical.io,,IM_FIRST_AGENCIES,0.9
imayln.com,IM ĀYLN,IM_FIRST_AGENCIES,0.5
monk-e.in,Monk-E,IM_FIRST_AGENCIES,0.95
stride-social.com,Stride Social,IM_FIRST_AGENCIES,0.5
onyxco.io,Onyx Commerce,IM_FIRST_AGENCIES,0.95
z.media,,IM_FIRST_AGENCIES,0.9
socialstudies.io,Social Studies,IM_FIRST_AGENCIES,0.5
bfluence.com.br,bfluence,IM_FIRST_AGENCIES,0.85
socioimpulse.com,Socio Impulse,IM_FIRST_AGENCIES,0.7
exellate.com,,IM_FIRST_AGENCIES,0.9
peargrowth.com,,IM_FIRST_AGENCIES,0.9
brandmanic.com,Brandmanic,IM_FIRST_AGENCIES,1
deodato.co,Deodato,IM_FIRST_AGENCIES,0.7
tatam.digital,TATAM Digital,IM_FIRST_AGENCIES,0.8
artisancouncil.com,Artisan Council,IM_FIRST_AGENCIES,0.5
mightyjoy.com,Mighty Joy,IM_FIRST_AGENCIES,0.7
tok.agency,,IM_FIRST_AGENCIES,0.9
mrndigital.in,MRN Digital,IM_FIRST_AGENCIES,0.7
girlillamarketing.com,Girlilla Marketing,IM_FIRST_AGENCIES,0.5
socialchain.com,Social Chain,IM_FIRST_AGENCIES,0.5
kreatifmedya.net,,IM_FIRST_AGENCIES,0.85
mintyad.com,,IM_FIRST_AGENCIES,0.75
brkfst.io,brkfst,IM_FIRST_AGENCIES,0.5
yamammi.com,Yamammi,IM_FIRST_AGENCIES,0.8
creatorsagency.co,Creators Agency,IM_FIRST_AGENCIES,0.9
fullsend.be,,IM_FIRST_AGENCIES,0.9
