domain,company_name,segment,confidence
uppr.rocks,,AFFILIATE_PERFORMANCE,0.9
luvia.com,,AFFILIATE_PERFORMANCE,0.85
solads.media,,AFFILIATE_PERFORMANCE,0.9
revenuewhale.com,,AFFILIATE_PERFORMANCE,0.9
earnvalue.in,,AFFILIATE_PERFORMANCE,0.85
maverickx.io,,AFFILIATE_PERFORMANCE,0.9
median-ads.com,,AFFILIATE_PERFORMANCE,0.85
adeptiads.com,,AFFILIATE_PERFORMANCE,0.95
pelicanpartners.biz,,AFFILIATE_PERFORMANCE,0.9
curiouslabs.co,,AFFILIATE_PERFORMANCE,0.9
affsub2.com,,AFFILIATE_PERFORMANCE,0.9
justslidemedia.com,,AFFILIATE_PERFORMANCE,0.75
promodeals.nl,,AFFILIATE_PERFORMANCE,0.85
concisemediagroup.com,,AFFILIATE_PERFORMANCE,0.9
affmine.com,,AFFILIATE_PERFORMANCE,0.95
clutchaffiliate.co,,AFFILIATE_PERFORMANCE,0.9
fizzylabs.com,,AFFILIATE_PERFORMANCE,0.9
kickback.no,,AFFILIATE_PERFORMANCE,0.9
thrivetracker.com,,AFFILIATE_PERFORMANCE,0.9
netrev.com,,AFFILIATE_PERFORMANCE,0.9
sandpipermarketinggroup.com,,AFFILIATE_PERFORMANCE,0.9
expertgroup.be,,AFFILIATE_PERFORMANCE,0.85
adspire.ru,,AFFILIATE_PERFORMANCE,0.9
fun.money,,AFFILIATE_PERFORMANCE,0.85
appicmedia.com,,AFFILIATE_PERFORMANCE,0.9
jvzoo.com,,AFFILIATE_PERFORMANCE,0.9
mediajunkies.co.uk,,AFFILIATE_PERFORMANCE,0.9
stonechatdigital.com,,AFFILIATE_PERFORMANCE,0.85
frankemedia.nl,,AFFILIATE_PERFORMANCE,0.7
tellja.de,,AFFILIATE_PERFORMANCE,0.9
apptmedia.com,,AFFILIATE_PERFORMANCE,0.9
wph.agency,,AFFILIATE_PERFORMANCE,0.9
leadgenetics.in,,AFFILIATE_PERFORMANCE,0.9
zorbasmedia.com,,AFFILIATE_PERFORMANCE,0.95
genieventures.co.uk,,AFFILIATE_PERFORMANCE,0.9
theadzplug.com,,AFFILIATE_PERFORMANCE,0.9
instar.io,,AFFILIATE_PERFORMANCE,0.9
dotventures.org,,AFFILIATE_PERFORMANCE,0.9
mamuta.com,,AFFILIATE_PERFORMANCE,0.9
cpa.rocks,,AFFILIATE_PERFORMANCE,0.9
beyondaffiliate.com,,AFFILIATE_PERFORMANCE,0.9
swarmiz.com,,AFFILIATE_PERFORMANCE,0.9
vodra.io,,AFFILIATE_PERFORMANCE,0.9
mrge.com,,AFFILIATE_PERFORMANCE,0.9
xy7elite.com,,AFFILIATE_PERFORMANCE,0.9
adsvmedia.com,,AFFILIATE_PERFORMANCE,0.9
adstride.co,,AFFILIATE_PERFORMANCE,0.9
adeer.biz,,AFFILIATE_PERFORMANCE,0.9
almedia.co,,AFFILIATE_PERFORMANCE,0.9
monetise.co.uk,,AFFILIATE_PERFORMANCE,0.9
foshotech.com,,AFFILIATE_PERFORMANCE,0.95
adupp-global.com,,AFFILIATE_PERFORMANCE,0.9
