domain,company_name,segment,confidence
elevatesocialcommerce.com,,IM_FIRST_AGENCIES,0.9
paragonsocialcommerce.com,Paragon Social Commerce,IM_FIRST_AGENCIES,0.95
cr8tornow.com,,IM_FIRST_AGENCIES,0.9
miseagency.com,,IM_FIRST_AGENCIES,0.9
kollective.world,,IM_FIRST_AGENCIES,0.9
hauz.global,,IM_FIRST_AGENCIES,0.9
frij.co,,IM_FIRST_AGENCIES,0.9
brandzup.media,,IM_FIRST_AGENCIES,0.9
plasticpanda.com.br,,IM_FIRST_AGENCIES,0.9
affilion.co.uk,,IM_FIRST_AGENCIES,0.9
longtermcollab.com,,IM_FIRST_AGENCIES,0.9
scalethecreator.com,Scale The Creator,IM_FIRST_AGENCIES,0.9
