domain,company_name,segment,confidence
speekz.app,,INFLUENCER_PLATFORMS,0.9
creativelysquared.com,Creatively Squared,INFLUENCER_PLATFORMS,0.75
geniepot.ma,,INFLUENCER_PLATFORMS,0.9
hypebuzzhq.com,,INFLUENCER_PLATFORMS,0.9
viqeo.tv,,INFLUENCER_PLATFORMS,0.85
youblicity.com,,INFLUENCER_PLATFORMS,0.85
click2commission.com,Click2Commission,INFLUENCER_PLATFORMS,0.7
starbuzz.ai,Starbuzz.ai,INFLUENCER_PLATFORMS,0.95
betandeal.com,BETANDEAL,INFLUENCER_PLATFORMS,0.9
warriorstreaming.com,,INFLUENCER_PLATFORMS,0.9
linkpizza.com,LinkPizza - Content & Influencer Marketplace,INFLUENCER_PLATFORMS,0.85
following.ae,Following,INFLUENCER_PLATFORMS,0.7
lolly.com,Lolly.com,INFLUENCER_PLATFORMS,0.9
zupotsu.com,,INFLUENCER_PLATFORMS,0.85
clipster.gg,Clipster,INFLUENCER_PLATFORMS,0.8
metapic.com,Metapic,INFLUENCER_PLATFORMS,0.95
growi.io,growi,INFLUENCER_PLATFORMS,1
belcomunicacao.com.br,,INFLUENCER_PLATFORMS,0.85
aha.inc,,INFLUENCER_PLATFORMS,0.9
limelighthq.com,Limelight,INFLUENCER_PLATFORMS,0.95
affilynetwork.com,,INFLUENCER_PLATFORMS,0.85
nurdd.club,,INFLUENCER_PLATFORMS,0.9
btbverse.xyz,,INFLUENCER_PLATFORMS,0.9
