domain,company_name,segment,confidence
octocpa.com,,AFFILIATE_PERFORMANCE,0.9
partners.io,,AFFILIATE_PERFORMANCE,0.9
adlesa.com,,AFFILIATE_PERFORMANCE,0.9
addattain.com,,AFFILIATE_PERFORMANCE,0.75
welcome.partners,,AFFILIATE_PERFORMANCE,0.9
moonrover.pro,,AFFILIATE_PERFORMANCE,0.9
icyads.com,,AFFILIATE_PERFORMANCE,0.9
spudo.com,,AFFILIATE_PERFORMANCE,0.9
aknmobi.com,,AFFILIATE_PERFORMANCE,0.9
digidigital.org,,AFFILIATE_PERFORMANCE,0.9
ftdx.io,,AFFILIATE_PERFORMANCE,0.9
betaffiliation.com,,AFFILIATE_PERFORMANCE,0.9
afinaaff.com,,AFFILIATE_PERFORMANCE,0.9
pushground.com,,AFFILIATE_PERFORMANCE,0.85
dt9group.com,,AFFILIATE_PERFORMANCE,0.9
affilisearch.com,,AFFILIATE_PERFORMANCE,0.9
shterlingdigital.com,,AFFILIATE_PERFORMANCE,0.85
mobitopia.limited,,AFFILIATE_PERFORMANCE,0.9
afiliapub.com,,AFFILIATE_PERFORMANCE,0.9
advery.com,,AFFILIATE_PERFORMANCE,0.9
cpatoday.biz,,AFFILIATE_PERFORMANCE,0.9
affle.com.ua,,AFFILIATE_PERFORMANCE,0.9
jobfuerzwei.de,,AFFILIATE_PERFORMANCE,0.9
iconpeak.com,,AFFILIATE_PERFORMANCE,0.9
mediaffiliation.fr,,AFFILIATE_PERFORMANCE,0.9
perfomalis.com,,AFFILIATE_PERFORMANCE,0.9
sharplink.com,,AFFILIATE_PERFORMANCE,0.85
imonetizeit.com,,AFFILIATE_PERFORMANCE,0.9
pilotmedia.in,,AFFILIATE_PERFORMANCE,0.9
adxad.com,,AFFILIATE_PERFORMANCE,0.9
xadsdigital.co.uk,,AFFILIATE_PERFORMANCE,0.85
wynglobalmedia.com,,AFFILIATE_PERFORMANCE,0.9
adtogame.com,,AFFILIATE_PERFORMANCE,0.9
ungads.com,,AFFILIATE_PERFORMANCE,0.9
pngcreatives.com,,AFFILIATE_PERFORMANCE,0.95
ftddigital.com,,AFFILIATE_PERFORMANCE,0.9
mobstra.com,,AFFILIATE_PERFORMANCE,0.9
authentic-commerce.com,authentic.commerce,AFFILIATE_PERFORMANCE,0.95
peersads.com,,AFFILIATE_PERFORMANCE,0.85
kadam.net,,AFFILIATE_PERFORMANCE,0.9
soundpartnermarketing.com,,AFFILIATE_PERFORMANCE,0.75
activerevenue.com,,AFFILIATE_PERFORMANCE,0.95
adwile.com,,AFFILIATE_PERFORMANCE,0.7
on-points.com,,AFFILIATE_PERFORMANCE,0.7
mastersincash.com,,AFFILIATE_PERFORMANCE,0.9
genesysone.com,,AFFILIATE_PERFORMANCE,0.9
konsilon.de,,AFFILIATE_PERFORMANCE,0.9
appnapp.net,,AFFILIATE_PERFORMANCE,0.85
tbmgroups.com,,AFFILIATE_PERFORMANCE,0.9
clickstar.me,,AFFILIATE_PERFORMANCE,0.9
