domain,company_name,segment,confidence
trafficgold.com,,AFFILIATE_PERFORMANCE,0.85
leadsaction.com,,AFFILIATE_PERFORMANCE,0.9
conversionuniverse.com,,AFFILIATE_PERFORMANCE,0.85
mailermeetup.org,,AFFILIATE_PERFORMANCE,0.9
copeac.com,,AFFILIATE_PERFORMANCE,0.9
audenticity.com,,AFFILIATE_PERFORMANCE,0.9
jackmobi.com,,AFFILIATE_PERFORMANCE,0.9
topofferzz.com,,AFFILIATE_PERFORMANCE,0.9
discoup.com,,AFFILIATE_PERFORMANCE,0.85
coupyn.com,,AFFILIATE_PERFORMANCE,0.85
integr8.co,,AFFILIATE_PERFORMANCE,0.9
2performant.com,,AFFILIATE_PERFORMANCE,0.9
radon-media.com,,AFFILIATE_PERFORMANCE,0.85
adworks.solutions,,AFFILIATE_PERFORMANCE,0.9
adgamadigital.com,,AFFILIATE_PERFORMANCE,0.9
mitgame.com,,AFFILIATE_PERFORMANCE,0.9
descoaffiliates.com,,AFFILIATE_PERFORMANCE,0.9
clicks2install.limited,,AFFILIATE_PERFORMANCE,0.9
trafficstars.com,,AFFILIATE_PERFORMANCE,0.9
deluxeads.com,,AFFILIATE_PERFORMANCE,0.9
mioferta24.com,,AFFILIATE_PERFORMANCE,0.85
verticaladsgroup.com,,AFFILIATE_PERFORMANCE,0.95
terramatrixmedia.com,,AFFILIATE_PERFORMANCE,0.9
aquaads.org,,AFFILIATE_PERFORMANCE,0.9
octaadsmedia.com,,AFFILIATE_PERFORMANCE,0.85
dbitmarketing.com,,AFFILIATE_PERFORMANCE,0.9
adsradiant.com,,AFFILIATE_PERFORMANCE,0.85
rebounce.ai,,AFFILIATE_PERFORMANCE,0.85
codesarabia.com,,AFFILIATE_PERFORMANCE,0.85
adsplay.in,,AFFILIATE_PERFORMANCE,0.9
adpeppergroup.com,,AFFILIATE_PERFORMANCE,0.9
veneficus.co.uk,,AFFILIATE_PERFORMANCE,0.9
brandmongo.com,,AFFILIATE_PERFORMANCE,0.85
confodeal.com,,AFFILIATE_PERFORMANCE,0.8
hurtadodeals.com,,AFFILIATE_PERFORMANCE,0.9
cashgullak.com,,AFFILIATE_PERFORMANCE,0.9
leadpoint.com,,AFFILIATE_PERFORMANCE,0.9
click2perform.com,,AFFILIATE_PERFORMANCE,0.9
vidmonetize.com,,AFFILIATE_PERFORMANCE,0.85
adforus.co.kr,,AFFILIATE_PERFORMANCE,0.9
ads2rev.com,,AFFILIATE_PERFORMANCE,0.9
