domain,company_name,segment,confidence
manyvids.com,,SOCIAL_COMMERCE,0.9
laiza.live,Laiza Social Commerce,SOCIAL_COMMERCE,0.95
marketblack.ng,,SOCIAL_COMMERCE,0.7
sellz.bot,,SOCIAL_COMMERCE,0.9
raqk.co,,SOCIAL_COMMERCE,0.9
streamerce.live,,SOCIAL_COMMERCE,0.9
lin.kz,,SOCIAL_COMMERCE,0.85
bloop.eu,,SOCIAL_COMMERCE,0.75
shocial.in,,SOCIAL_COMMERCE,0.95
vidvi.com,Vidvi,SOCIAL_COMMERCE,0.95
getpinpoint.io,,SOCIAL_COMMERCE,0.9
whiteelephants.co.uk,,SOCIAL_COMMERCE,0.9
dotme.in,,SOCIAL_COMMERCE,0.9
