domain,company_name,segment,confidence
mulu.me,,AFFILIATE_PERFORMANCE,0.85
lookalink.com,,AFFILIATE_PERFORMANCE,0.9
paidmediaaffiliates.com,,AFFILIATE_PERFORMANCE,0.9
thebingoonline.com,,AFFILIATE_PERFORMANCE,0.85
adcliffmedia.com,,AFFILIATE_PERFORMANCE,0.95
lockedinmedia.com,,AFFILIATE_PERFORMANCE,0.9
ecomleads.com,,AFFILIATE_PERFORMANCE,0.9
chatyclicks.com,,AFFILIATE_PERFORMANCE,0.9
strategicmediallc.com,,AFFILIATE_PERFORMANCE,0.85
sunnysales.de,,AFFILIATE_PERFORMANCE,0.9
hypelinks.com,,AFFILIATE_PERFORMANCE,0.9
odigger.com,,AFFILIATE_PERFORMANCE,0.9
summit.co.uk,,AFFILIATE_PERFORMANCE,0.85
r2z.ae,,AFFILIATE_PERFORMANCE,0.9
antevenio.com,Antevenio,AFFILIATE_PERFORMANCE,0.9
revenueads.com,,AFFILIATE_PERFORMANCE,0.9
partnerize.com,,AFFILIATE_PERFORMANCE,0.9
btwodirect.com,,AFFILIATE_PERFORMANCE,0.9
marmarmedia.com,,AFFILIATE_PERFORMANCE,0.85
earn.pe,,AFFILIATE_PERFORMANCE,0.95
existent.co.uk,,AFFILIATE_PERFORMANCE,0.95
linkscircle.com,,AFFILIATE_PERFORMANCE,0.9
revenueengine.ai,,AFFILIATE_PERFORMANCE,0.9
socialpe.in,,AFFILIATE_PERFORMANCE,0.9
zeendigital.world,,AFFILIATE_PERFORMANCE,0.9
bucket.tech,,AFFILIATE_PERFORMANCE,0.9
adclickgo.org,,AFFILIATE_PERFORMANCE,0.85
adsinaction.mobi,,AFFILIATE_PERFORMANCE,0.9
cpxaffiliate.com,CPX - Leading Affiliate Network In The MENA Region,AFFILIATE_PERFORMANCE,0.9
websiterating.com,,AFFILIATE_PERFORMANCE,0.9
betzoo.media,,AFFILIATE_PERFORMANCE,0.9
linksleft.com,,AFFILIATE_PERFORMANCE,0.9
keyfortuna.com,,AFFILIATE_PERFORMANCE,0.9
nooncoupon.com,,AFFILIATE_PERFORMANCE,0.85
theudlers.com,,AFFILIATE_PERFORMANCE,0.9
adoperator.com,,AFFILIATE_PERFORMANCE,0.9
lemonads.com,,AFFILIATE_PERFORMANCE,0.95
qualityclick.com,,AFFILIATE_PERFORMANCE,0.95
adaffy.com,,AFFILIATE_PERFORMANCE,0.9
forwardleapmarketing.com,,AFFILIATE_PERFORMANCE,0.9
joinaardvark.com,,AFFILIATE_PERFORMANCE,0.85
dzomedia.de,,AFFILIATE_PERFORMANCE,0.9
