domain,company_name,segment,confidence
nutraleads.com,,AFFILIATE_PERFORMANCE,0.9
adcell.de,,AFFILIATE_PERFORMANCE,0.95
mateaffiliates.com,,AFFILIATE_PERFORMANCE,0.95
vrsentertainment.com,,AFFILIATE_PERFORMANCE,0.9
mrsoulier.com,,AFFILIATE_PERFORMANCE,0.9
thelanguagetrade.com,,AFFILIATE_PERFORMANCE,0.9
leadgon.com,,AFFILIATE_PERFORMANCE,0.95
neighborlyinteractive.com,,AFFILIATE_PERFORMANCE,0.9
emarzen.com,,AFFILIATE_PERFORMANCE,0.9
webepartners.pl,,AFFILIATE_PERFORMANCE,0.9
nexoffers.in,,AFFILIATE_PERFORMANCE,0.9
paynura.com,,AFFILIATE_PERFORMANCE,0.9
voluum.com,,AFFILIATE_PERFORMANCE,0.9
traffic2lead.com,,AFFILIATE_PERFORMANCE,0.9
dognet.cz,,AFFILIATE_PERFORMANCE,0.95
cashflowmailer.com,,AFFILIATE_PERFORMANCE,0.9
affibay.com,,AFFILIATE_PERFORMANCE,0.9
coregmedia.com,,AFFILIATE_PERFORMANCE,0.85
affverify.com,,AFFILIATE_PERFORMANCE,0.9
viglink.com,,AFFILIATE_PERFORMANCE,0.9
commissionempire.com,,AFFILIATE_PERFORMANCE,0.9
mydala.com,,AFFILIATE_PERFORMANCE,0.9
winamaz.com,,AFFILIATE_PERFORMANCE,0.9
cherryo.io,,AFFILIATE_PERFORMANCE,0.9
revvmind.com,,AFFILIATE_PERFORMANCE,0.85
affiliatenederland.nl,,AFFILIATE_PERFORMANCE,0.9
projecter.de,,AFFILIATE_PERFORMANCE,0.85
vastbridges.com,,AFFILIATE_PERFORMANCE,0.9
zaflemedia.com,,AFFILIATE_PERFORMANCE,0.9
atolls.com,,AFFILIATE_PERFORMANCE,0.9
sxpr.eu,SXPR,AFFILIATE_PERFORMANCE,0.85
commissionbag.com,,AFFILIATE_PERFORMANCE,0.9
revil8.com,,AFFILIATE_PERFORMANCE,0.9
offer.one,,AFFILIATE_PERFORMANCE,0.9
promoterly.io,,AFFILIATE_PERFORMANCE,0.9
yajny.com,,AFFILIATE_PERFORMANCE,0.85
adalgodigital.com,,AFFILIATE_PERFORMANCE,0.9
optimhub.com,,AFFILIATE_PERFORMANCE,0.9
affcrak.com,,AFFILIATE_PERFORMANCE,0.9
dmediagroup.eu,,AFFILIATE_PERFORMANCE,0.9
creditcardbroker.com,,AFFILIATE_PERFORMANCE,0.9
gameplay-media.com,,AFFILIATE_PERFORMANCE,0.85
