domain,company_name,segment,confidence
kintura.com,,AFFILIATE_PERFORMANCE,0.9
zeroparallel.com,,AFFILIATE_PERFORMANCE,0.9
gccoupons.com,,AFFILIATE_PERFORMANCE,0.85
elymobile.com,,AFFILIATE_PERFORMANCE,0.9
smart-active-media.de,,AFFILIATE_PERFORMANCE,0.9
thiagorodrigo.com.br,,AFFILIATE_PERFORMANCE,0.9
argentoagency.com,,AFFILIATE_PERFORMANCE,0.9
b2nadvertising.com,,AFFILIATE_PERFORMANCE,0.85
zmatic.eu,,AFFILIATE_PERFORMANCE,0.9
couponmoto.com,,AFFILIATE_PERFORMANCE,0.9
plussy.io,,AFFILIATE_PERFORMANCE,0.9
adright.com,,AFFILIATE_PERFORMANCE,0.9
traficare.com,,AFFILIATE_PERFORMANCE,0.8
s2idigitalmedia.com,,AFFILIATE_PERFORMANCE,0.9
coupongini.com,,AFFILIATE_PERFORMANCE,0.85
upila.com,,AFFILIATE_PERFORMANCE,0.85
riseoo.com,,AFFILIATE_PERFORMANCE,0.85
offers.com,,AFFILIATE_PERFORMANCE,0.9
rootdigitalnetwork.com,,AFFILIATE_PERFORMANCE,0.9
giftomatic.co,,AFFILIATE_PERFORMANCE,0.9
leadthink.com,,AFFILIATE_PERFORMANCE,0.85
jumpclick.com,,AFFILIATE_PERFORMANCE,0.9
refer.codes,,AFFILIATE_PERFORMANCE,0.85
performingads.us,,AFFILIATE_PERFORMANCE,0.9
adboulevard.com,,AFFILIATE_PERFORMANCE,0.9
affpub.com,,AFFILIATE_PERFORMANCE,0.95
publishads.com.br,,AFFILIATE_PERFORMANCE,0.85
cashngifts.in,,AFFILIATE_PERFORMANCE,0.85
hiveon5.com,,AFFILIATE_PERFORMANCE,0.9
trackbackmedia.co.uk,,AFFILIATE_PERFORMANCE,0.85
enewsvault.com,,AFFILIATE_PERFORMANCE,0.85
leadstacker.com,,AFFILIATE_PERFORMANCE,0.85
monetize.com,,AFFILIATE_PERFORMANCE,0.9
adzarena.com,,AFFILIATE_PERFORMANCE,0.9
carnalmedia.com,,AFFILIATE_PERFORMANCE,0.9
hustleou.com,,AFFILIATE_PERFORMANCE,0.85
fatmedia.io,,AFFILIATE_PERFORMANCE,0.9
mobooka.com,,AFFILIATE_PERFORMANCE,0.9
refunder.se,,AFFILIATE_PERFORMANCE,0.85
theshopperz.com,,AFFILIATE_PERFORMANCE,0.85
nova-network.com,,AFFILIATE_PERFORMANCE,0.9
moreniche.com,,AFFILIATE_PERFORMANCE,0.9
sportsight.de,,AFFILIATE_PERFORMANCE,0.9
therelationshipcorp.com,,AFFILIATE_PERFORMANCE,0.9
bingoparadise.co.uk,,AFFILIATE_PERFORMANCE,0.85
moneteasy.pl,,AFFILIATE_PERFORMANCE,0.9
