domain,company_name,segment,confidence
pluraleins.com,,AFFILIATE_PERFORMANCE,0.8
trafficpark.net,,AFFILIATE_PERFORMANCE,0.9
ohdeermedia.nl,,AFFILIATE_PERFORMANCE,0.9
discountscode.co.uk,,AFFILIATE_PERFORMANCE,0.85
pixelrings.com,Pixel Rings,AFFILIATE_PERFORMANCE,0.9
affiliana.eu,,AFFILIATE_PERFORMANCE,0.9
2x2.media,,AFFILIATE_PERFORMANCE,0.85
pushandsell.com,,AFFILIATE_PERFORMANCE,0.85
flipliate.com,,AFFILIATE_PERFORMANCE,0.9
whalemaven.com,,AFFILIATE_PERFORMANCE,0.95
elcliente.net,,AFFILIATE_PERFORMANCE,0.85
appricotads.com,,AFFILIATE_PERFORMANCE,0.9
adandsea.com,,AFFILIATE_PERFORMANCE,0.85
alkhana.net,,AFFILIATE_PERFORMANCE,0.9
sastaoffer.in,,AFFILIATE_PERFORMANCE,0.8
adsempire.com,,AFFILIATE_PERFORMANCE,0.9
affilial.com,,AFFILIATE_PERFORMANCE,0.9
getazonpress.com,,AFFILIATE_PERFORMANCE,0.9
hugeoffers.com,,AFFILIATE_PERFORMANCE,0.9
praize.studio,,AFFILIATE_PERFORMANCE,0.9
virally.at,,AFFILIATE_PERFORMANCE,0.9
sastideals.net,,AFFILIATE_PERFORMANCE,0.85
ace.pa,,AFFILIATE_PERFORMANCE,0.95
affiliatecorner.co,,AFFILIATE_PERFORMANCE,0.95
rockporch.com,RockPorch,AFFILIATE_PERFORMANCE,0.9
sekooto.com,,AFFILIATE_PERFORMANCE,0.9
dealsandcouponsmena.com,,AFFILIATE_PERFORMANCE,0.9
ekaleido.co,,AFFILIATE_PERFORMANCE,0.9
apexhq.com,,AFFILIATE_PERFORMANCE,0.85
adultforce.com,,AFFILIATE_PERFORMANCE,0.95
ekonicads.com,,AFFILIATE_PERFORMANCE,0.9
casinoaffiliateguide.com,,AFFILIATE_PERFORMANCE,0.9
gwalaxmedia.com,,AFFILIATE_PERFORMANCE,0.9
realcash.in,,AFFILIATE_PERFORMANCE,0.9
mdznpartners.com,,AFFILIATE_PERFORMANCE,0.9
online-express.net,,AFFILIATE_PERFORMANCE,0.85
theredmanagency.com.au,,AFFILIATE_PERFORMANCE,0.9
shakyadigitech.com,,AFFILIATE_PERFORMANCE,0.9
tapp.so,,AFFILIATE_PERFORMANCE,0.9
straightarrowsoloads.com,,AFFILIATE_PERFORMANCE,0.85
noctemque.com,,AFFILIATE_PERFORMANCE,0.9
besteleads.nl,,AFFILIATE_PERFORMANCE,0.9
s24.com,,AFFILIATE_PERFORMANCE,0.9
grandmobi.com,,AFFILIATE_PERFORMANCE,0.9
flywheelmed.com,,AFFILIATE_PERFORMANCE,0.9
roigen.io,,AFFILIATE_PERFORMANCE,0.9
dealguard.io,,AFFILIATE_PERFORMANCE,0.85
cashlelo.com,,AFFILIATE_PERFORMANCE,0.9
promoterai.com,,AFFILIATE_PERFORMANCE,0.9
cloutsilo.com,,AFFILIATE_PERFORMANCE,0.9
