domain,company_name,segment,confidence
spectrumdigitalmedia.org,,AFFILIATE_PERFORMANCE,0.85
pushed.app,,AFFILIATE_PERFORMANCE,0.9
vanity-media.com,,AFFILIATE_PERFORMANCE,0.7
lazyadz.com,,AFFILIATE_PERFORMANCE,0.9
adxserve.com,,AFFILIATE_PERFORMANCE,0.9
vitustechnologies.com,,AFFILIATE_PERFORMANCE,0.9
tofumedia.com.br,,AFFILIATE_PERFORMANCE,0.9
liftmyads.com,LiftmyAds,AFFILIATE_PERFORMANCE,0.85
globalmobileads.com,,AFFILIATE_PERFORMANCE,0.85
grownitymedia.com,,AFFILIATE_PERFORMANCE,0.9
speedough.com,,AFFILIATE_PERFORMANCE,0.9
pitchersmedia.com,,AFFILIATE_PERFORMANCE,0.9
teqfire.com,,AFFILIATE_PERFORMANCE,0.9
couponava.com,,AFFILIATE_PERFORMANCE,0.85
axionta.com,,AFFILIATE_PERFORMANCE,0.9
ilsmedia.com,,AFFILIATE_PERFORMANCE,0.9
efuzyon.com,,AFFILIATE_PERFORMANCE,0.9
buziaiexperience.com,,AFFILIATE_PERFORMANCE,0.85
mappstreet.com,,AFFILIATE_PERFORMANCE,0.9
zaryamediabg.com,,AFFILIATE_PERFORMANCE,0.9
lekitomarketing.com,,AFFILIATE_PERFORMANCE,0.85
digisarv.in,,AFFILIATE_PERFORMANCE,0.9
42ads.io,,AFFILIATE_PERFORMANCE,0.85
digimcorps.com,,AFFILIATE_PERFORMANCE,0.9
nismah.io,,AFFILIATE_PERFORMANCE,0.85
zyluxmedia.com,,AFFILIATE_PERFORMANCE,0.9
linkorbits.com,,AFFILIATE_PERFORMANCE,0.95
omni360media.com,,AFFILIATE_PERFORMANCE,0.85
tuzzo.africa,,AFFILIATE_PERFORMANCE,0.9
couponbre.com,,AFFILIATE_PERFORMANCE,0.9
offersmediasolution.com,,AFFILIATE_PERFORMANCE,0.9
succesmetaffiliatemarketing.nl,,AFFILIATE_PERFORMANCE,0.9
hypergmedia.com,,AFFILIATE_PERFORMANCE,0.9
advertium.com,,AFFILIATE_PERFORMANCE,0.85
dealsrani.com,,AFFILIATE_PERFORMANCE,0.85
lqdigital.com,,AFFILIATE_PERFORMANCE,0.9
find.co,,AFFILIATE_PERFORMANCE,0.9
adzplay.com,,AFFILIATE_PERFORMANCE,0.75
surgeaffiliate.com,,AFFILIATE_PERFORMANCE,0.9
adnamics.com,adnamics,AFFILIATE_PERFORMANCE,0.9
leetz.media,,AFFILIATE_PERFORMANCE,0.9
neicos.it,,AFFILIATE_PERFORMANCE,0.85
wisekapital.com,,AFFILIATE_PERFORMANCE,0.8
overdelivermediallc.com,,AFFILIATE_PERFORMANCE,0.9
birdmediagroup.com,,AFFILIATE_PERFORMANCE,0.9
adbluemedia.com,,AFFILIATE_PERFORMANCE,0.95
offerborn.com,,AFFILIATE_PERFORMANCE,0.9
bigtester.com.br,,AFFILIATE_PERFORMANCE,0.85
nexgenaiaffiliates.io,,AFFILIATE_PERFORMANCE,0.9
vomads.com,,AFFILIATE_PERFORMANCE,0.9
gbmidia.com,,AFFILIATE_PERFORMANCE,0.75
