domain,company_name,segment,confidence
mybonus.com,,AFFILIATE_PERFORMANCE,0.9
cashbackholic.ro,,AFFILIATE_PERFORMANCE,0.85
bregby.com,,AFFILIATE_PERFORMANCE,0.85
vrume.com,,AFFILIATE_PERFORMANCE,0.9
theories.com,,AFFILIATE_PERFORMANCE,0.85
adquire.com,,AFFILIATE_PERFORMANCE,0.9
adverten.com,,AFFILIATE_PERFORMANCE,0.9
awicmedia.com,,AFFILIATE_PERFORMANCE,0.9
2parale.ro,,AFFILIATE_PERFORMANCE,0.9
dealstrato.co.uk,,AFFILIATE_PERFORMANCE,0.9
youniversalgroup.com,,AFFILIATE_PERFORMANCE,0.85
torazzo.com,,AFFILIATE_PERFORMANCE,0.95
adwool.com,,AFFILIATE_PERFORMANCE,0.9
mailandfriends.com,,AFFILIATE_PERFORMANCE,0.9
advertmobi.com,,AFFILIATE_PERFORMANCE,0.85
payloadz.com,,AFFILIATE_PERFORMANCE,0.85
adthorized.com,,AFFILIATE_PERFORMANCE,0.9
mnpent.com,,AFFILIATE_PERFORMANCE,0.9
beyondpublisher.com,,AFFILIATE_PERFORMANCE,0.9
beruby.com,,AFFILIATE_PERFORMANCE,0.85
jimpartners.com,,AFFILIATE_PERFORMANCE,0.9
shareasale.com,,AFFILIATE_PERFORMANCE,0.9
adbank.com.au,,AFFILIATE_PERFORMANCE,0.9
ottei.com,,AFFILIATE_PERFORMANCE,0.75
keymarketings.co,,AFFILIATE_PERFORMANCE,0.9
magicclick.partners,,AFFILIATE_PERFORMANCE,0.95
solution.coupons,,AFFILIATE_PERFORMANCE,0.9
adlegion.com,,AFFILIATE_PERFORMANCE,0.85
cleverdrip.com,,AFFILIATE_PERFORMANCE,0.9
quasarmobi.com,,AFFILIATE_PERFORMANCE,0.9
admobispy.com,,AFFILIATE_PERFORMANCE,0.85
intango.com,,AFFILIATE_PERFORMANCE,0.9
prodos.nl,,AFFILIATE_PERFORMANCE,0.85
digizag.com,,AFFILIATE_PERFORMANCE,0.9
advoltdigital.com,,AFFILIATE_PERFORMANCE,0.85
advibe.io,,AFFILIATE_PERFORMANCE,0.9
arbita.agency,,AFFILIATE_PERFORMANCE,0.9
nth-media.me,,AFFILIATE_PERFORMANCE,0.9
adobrain.com,,AFFILIATE_PERFORMANCE,0.9
uprisemedia.in,,AFFILIATE_PERFORMANCE,0.9
oculizm.com,,AFFILIATE_PERFORMANCE,0.9
dealam.com,,AFFILIATE_PERFORMANCE,0.75
westgatetravelpartners.com,,AFFILIATE_PERFORMANCE,0.85
onepartners.io,,AFFILIATE_PERFORMANCE,0.9
adsmagnetic.co,,AFFILIATE_PERFORMANCE,0.95
firstpromoter.com,,AFFILIATE_PERFORMANCE,0.9
affiliatefinder.io,,AFFILIATE_PERFORMANCE,0.9
ads.plus,,AFFILIATE_PERFORMANCE,0.9
leadandsales.in,,AFFILIATE_PERFORMANCE,0.75
monitfy.com,,AFFILIATE_PERFORMANCE,0.9
archeraffiliates.com,,AFFILIATE_PERFORMANCE,0.9
adp-rb.site,,AFFILIATE_PERFORMANCE,0.9
srcflare.com,,AFFILIATE_PERFORMANCE,0.85
pointclicktrack.com,,AFFILIATE_PERFORMANCE,0.9
ddstgroup.com,,AFFILIATE_PERFORMANCE,0.9
globaladventures.io,,AFFILIATE_PERFORMANCE,0.9
appsfollowing.com,,AFFILIATE_PERFORMANCE,0.9
referralmedia.com,,AFFILIATE_PERFORMANCE,0.9
solidhitadvertising.com,,AFFILIATE_PERFORMANCE,0.75
adspayingmedia.com,,AFFILIATE_PERFORMANCE,0.9
