domain,company_name,segment,confidence
leadist.eu,,AFFILIATE_PERFORMANCE,0.85
boostventures.com,,AFFILIATE_PERFORMANCE,0.9
offerblueprint.com,,AFFILIATE_PERFORMANCE,0.9
zuperads.com,,AFFILIATE_PERFORMANCE,0.75
adhorsemedia.com,,AFFILIATE_PERFORMANCE,0.9
freecouponcodes.net,,AFFILIATE_PERFORMANCE,0.9
burningclicks.com,,AFFILIATE_PERFORMANCE,0.9
affiracle.com,,AFFILIATE_PERFORMANCE,0.95
30forward.com,,AFFILIATE_PERFORMANCE,0.9
hofferads.com,,AFFILIATE_PERFORMANCE,0.9
grabon.in,,AFFILIATE_PERFORMANCE,0.85
adup-tech.com,,AFFILIATE_PERFORMANCE,0.9
stormmob.net,,AFFILIATE_PERFORMANCE,0.9
bewebsa.com,,AFFILIATE_PERFORMANCE,0.85
adgrow.io,,AFFILIATE_PERFORMANCE,0.9
flamingomedia.io,,AFFILIATE_PERFORMANCE,0.9
topdigitalmedia.com,,AFFILIATE_PERFORMANCE,0.95
brillmarketing.com,,AFFILIATE_PERFORMANCE,0.9
sacrd.co,,AFFILIATE_PERFORMANCE,0.9
gorilla.cash,,AFFILIATE_PERFORMANCE,0.9
woost.io,,AFFILIATE_PERFORMANCE,0.9
olivestreet.com.au,,AFFILIATE_PERFORMANCE,0.9
affstore.com,,AFFILIATE_PERFORMANCE,0.95
demalia.com,,AFFILIATE_PERFORMANCE,0.9
adbaazar.com,,AFFILIATE_PERFORMANCE,0.9
mor.team,,AFFILIATE_PERFORMANCE,0.85
flashafiliados.com,,AFFILIATE_PERFORMANCE,0.85
adseed.de,,AFFILIATE_PERFORMANCE,0.85
affiliatechoice.com,,AFFILIATE_PERFORMANCE,0.85
groovesell.com,,AFFILIATE_PERFORMANCE,0.85
partnermatic.com,,AFFILIATE_PERFORMANCE,0.9
adkomo.com,,AFFILIATE_PERFORMANCE,0.9
paysale.com,,AFFILIATE_PERFORMANCE,0.9
black-orange.ch,,AFFILIATE_PERFORMANCE,0.9
massnexus.com,,AFFILIATE_PERFORMANCE,0.9
promocodesfor.co.uk,,AFFILIATE_PERFORMANCE,0.85
wesdata.com,,AFFILIATE_PERFORMANCE,0.9
cpvlab.pro,,AFFILIATE_PERFORMANCE,0.9
visionadsmedia.com,,AFFILIATE_PERFORMANCE,0.9
widilo.fr,,AFFILIATE_PERFORMANCE,0.85
submissiontechnology.co.uk,,AFFILIATE_PERFORMANCE,0.9
theadcyclopedia.com,,AFFILIATE_PERFORMANCE,0.9
trendingoff.com,,AFFILIATE_PERFORMANCE,0.9
betteranalyse.com,,AFFILIATE_PERFORMANCE,0.85
rapidresponseonline.com,,AFFILIATE_PERFORMANCE,0.9
ads-drive.com,,AFFILIATE_PERFORMANCE,0.85
hasmind.net,,AFFILIATE_PERFORMANCE,0.9
3pxmedia.com,,AFFILIATE_PERFORMANCE,0.9
offresasaisir.fr,,AFFILIATE_PERFORMANCE,0.85
sensedigital.in,,AFFILIATE_PERFORMANCE,0.9
thrifle.com,,AFFILIATE_PERFORMANCE,0.9
profitsocial.com,,AFFILIATE_PERFORMANCE,0.9
couponappa.com,,AFFILIATE_PERFORMANCE,0.9
leadlinkmedia.com,,AFFILIATE_PERFORMANCE,0.9
affiliateperformance.com,,AFFILIATE_PERFORMANCE,0.9
freemalamaal.com,,AFFILIATE_PERFORMANCE,0.9
monadplug.com,,AFFILIATE_PERFORMANCE,0.9
justartmedia.com,,AFFILIATE_PERFORMANCE,0.9
bnidorset.co.uk,,AFFILIATE_PERFORMANCE,0.85
getsquirrel.co,,AFFILIATE_PERFORMANCE,0.9
globalwidemedia.com,,AFFILIATE_PERFORMANCE,0.85
titanexclusive.com,,AFFILIATE_PERFORMANCE,0.9
ecpc100.com.ua,,AFFILIATE_PERFORMANCE,0.9
gocashback.com,,AFFILIATE_PERFORMANCE,0.9
wtgaming.com,,AFFILIATE_PERFORMANCE,0.85
